name,lat,lon
เกษตรชุมชนใต้สะพาน 2-3 ชุมชนอ่อนนุช,13.69729,100.709463
สวนผักคนเมืองชุมชนศรีกาญจน์,13.928506,100.571145
ชุมชนเคหะชุมชนทุ่งสองห้อง 325,13.898095,100.586201
สวนผักชุมชนบูรพา 7,13.922423,100.569055
