name,lat,lon
ฟื้นฟูศักยภาพทางสังคมจิตใจสำหรับผู้ป่วยจิตเวช : โรงพยาบาลสมเด็จเจ้าพระยาในพระราชูปถัมภ์,13.729799,100.50457
